customer_Id,DOB,Gender,city_code,transaction_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,ABS_Qty,ABS_Rate,ABS_total_amt
272813,17-09-1973,M,7.0,25840015029.0,19-09-2013,10.0,5.0,3.0,553.0,174.195,1833.195,MBR,3.0,553.0,174.195
272813,17-09-1973,M,7.0,56908898102.0,7/8/2013,4.0,4.0,2.0,1133.0,237.93,2503.93,e-Shop,2.0,1133.0,237.93
272813,17-09-1973,M,7.0,44783353770.0,11/8/2012,5.0,3.0,5.0,1009.0,529.725,5574.725,e-Shop,5.0,1009.0,529.725
272813,17-09-1973,M,7.0,77771342797.0,27-06-2012,3.0,5.0,2.0,1236.0,259.56,2731.56,TeleShop,2.0,1236.0,259.56
272813,17-09-1973,M,7.0,37594735959.0,2/5/2012,11.0,5.0,4.0,774.0,325.08,3421.08,e-Shop,4.0,774.0,325.08
271340,21-09-1973,M,3.0,31608760179.0,29-06-2012,4.0,4.0,5.0,1126.0,591.15,6221.15,Flagship store,5.0,1126.0,591.15
271340,21-09-1973,M,3.0,91228507547.0,14-09-2011,2.0,6.0,-4.0,-473.0,198.66,-2090.66,MBR,4.0,473.0,198.66
271340,21-09-1973,M,3.0,91228507547.0,8/9/2011,2.0,6.0,4.0,473.0,198.66,2090.66,MBR,4.0,473.0,198.66
274384,22-09-1973,M,7.0,48498600921.0,6/11/2013,5.0,3.0,-3.0,-579.0,182.385,-1919.385,TeleShop,3.0,579.0,182.385
274384,22-09-1973,M,7.0,48498600921.0,3/11/2013,5.0,3.0,3.0,579.0,182.385,1919.385,TeleShop,3.0,579.0,182.385
274384,22-09-1973,M,7.0,24960846972.0,14-08-2013,10.0,3.0,-2.0,-1273.0,267.33,-2813.33,e-Shop,2.0,1273.0,267.33
274384,22-09-1973,M,7.0,24960846972.0,13-08-2013,10.0,3.0,-2.0,-1273.0,267.33,-2813.33,e-Shop,2.0,1273.0,267.33
274384,22-09-1973,M,7.0,24960846972.0,4/8/2013,10.0,3.0,2.0,1273.0,267.33,2813.33,e-Shop,2.0,1273.0,267.33
274384,22-09-1973,M,7.0,67331389627.0,23-07-2013,11.0,6.0,2.0,1463.0,307.23,3233.23,MBR,2.0,1463.0,307.23
274384,22-09-1973,M,7.0,75298194101.0,27-05-2012,12.0,6.0,2.0,124.0,26.04,274.04,e-Shop,2.0,124.0,26.04
274384,22-09-1973,M,7.0,64802811593.0,17-11-2011,5.0,3.0,2.0,1255.0,263.55,2773.55,Flagship store,2.0,1255.0,263.55
274384,22-09-1973,M,7.0,38322680104.0,7/5/2011,3.0,1.0,1.0,1391.0,146.055,1537.055,e-Shop,1.0,1391.0,146.055
274325,23-09-1973,F,8.0,50197171170.0,7/9/2013,3.0,5.0,4.0,241.0,101.22,1065.22,e-Shop,4.0,241.0,101.22
274325,23-09-1973,F,8.0,1938953281.0,18-02-2012,3.0,1.0,2.0,633.0,132.93,1398.93,TeleShop,2.0,633.0,132.93
274325,23-09-1973,F,8.0,9650476751.0,24-01-2012,10.0,5.0,4.0,811.0,340.62,3584.62,TeleShop,4.0,811.0,340.62
274226,23-09-1973,F,10.0,55330587213.0,13-01-2014,7.0,5.0,-5.0,-1401.0,735.525,-7740.525,e-Shop,5.0,1401.0,735.525
274226,23-09-1973,F,10.0,55330587213.0,7/1/2014,7.0,5.0,5.0,1401.0,735.525,7740.525,e-Shop,5.0,1401.0,735.525
274226,23-09-1973,F,10.0,31061178143.0,20-09-2013,8.0,3.0,4.0,945.0,396.9,4176.9,MBR,4.0,945.0,396.9
274226,23-09-1973,F,10.0,11738104344.0,27-04-2013,12.0,6.0,4.0,977.0,410.34,4318.34,e-Shop,4.0,977.0,410.34
274226,23-09-1973,F,10.0,54711299381.0,18-09-2012,4.0,3.0,5.0,825.0,433.125,4558.125,TeleShop,5.0,825.0,433.125
274226,23-09-1973,F,10.0,26602324849.0,11/8/2012,10.0,3.0,2.0,245.0,51.45,541.45,MBR,2.0,245.0,51.45
274226,23-09-1973,F,10.0,56689382594.0,16-09-2011,5.0,3.0,4.0,717.0,301.14,3169.14,Flagship store,4.0,717.0,301.14
274226,23-09-1973,F,10.0,4763844850.0,9/9/2011,10.0,6.0,5.0,79.0,41.475,436.475,TeleShop,5.0,79.0,41.475
274226,23-09-1973,F,10.0,64906843107.0,2/9/2011,4.0,2.0,4.0,659.0,276.78,2912.78,MBR,4.0,659.0,276.78
274226,23-09-1973,F,10.0,31273073958.0,31-08-2011,9.0,3.0,1.0,485.0,50.925,535.925,e-Shop,1.0,485.0,50.925
267585,25-09-1973,M,3.0,75693409318.0,17-04-2013,4.0,1.0,2.0,408.0,85.68,901.68,e-Shop,2.0,408.0,85.68
270739,26-09-1973,F,5.0,2560239943.0,9/6/2013,10.0,3.0,3.0,565.0,177.975,1872.975,TeleShop,3.0,565.0,177.975
270739,26-09-1973,F,5.0,32859447505.0,5/9/2011,4.0,3.0,-4.0,-1069.0,448.98,-4724.98,Flagship store,4.0,1069.0,448.98
270739,26-09-1973,F,5.0,32859447505.0,26-08-2011,4.0,3.0,4.0,1069.0,448.98,4724.98,Flagship store,4.0,1069.0,448.98
271243,26-09-1973,F,2.0,72783160090.0,16-06-2013,1.0,1.0,4.0,1200.0,504.0,5304.0,e-Shop,4.0,1200.0,504.0
271243,26-09-1973,F,2.0,94647669972.0,29-04-2013,11.0,6.0,2.0,480.0,100.8,1060.8,TeleShop,2.0,480.0,100.8
271243,26-09-1973,F,2.0,98096058779.0,5/4/2013,10.0,3.0,5.0,817.0,428.925,4513.925,e-Shop,5.0,817.0,428.925
271243,26-09-1973,F,2.0,19807853136.0,12/6/2012,3.0,1.0,2.0,322.0,67.62,711.62,MBR,2.0,322.0,67.62
271243,26-09-1973,F,2.0,12819226149.0,2/11/2011,4.0,2.0,3.0,791.0,249.165,2622.165,Flagship store,3.0,791.0,249.165
269007,29-09-1973,M,3.0,43792892123.0,3/1/2014,7.0,5.0,4.0,1018.0,427.56,4499.56,e-Shop,4.0,1018.0,427.56
269007,29-09-1973,M,3.0,49752451850.0,3/12/2013,1.0,1.0,5.0,326.0,171.15,1801.15,MBR,5.0,326.0,171.15
269007,29-09-1973,M,3.0,23451700196.0,13-06-2011,1.0,4.0,1.0,418.0,43.89,461.89,Flagship store,1.0,418.0,43.89
272503,1/10/1973,M,8.0,2323489827.0,7/12/2013,7.0,5.0,1.0,987.0,103.635,1090.635,Flagship store,1.0,987.0,103.635
272503,1/10/1973,M,8.0,77260944169.0,8/12/2012,11.0,6.0,4.0,1473.0,618.66,6510.66,e-Shop,4.0,1473.0,618.66
272503,1/10/1973,M,8.0,87301926204.0,29-09-2012,7.0,5.0,-5.0,-372.0,195.3,-2055.3,e-Shop,5.0,372.0,195.3
272503,1/10/1973,M,8.0,87301926204.0,26-09-2012,7.0,5.0,5.0,372.0,195.3,2055.3,e-Shop,5.0,372.0,195.3
272503,1/10/1973,M,8.0,58869497487.0,22-05-2011,1.0,4.0,3.0,400.0,126.0,1326.0,TeleShop,3.0,400.0,126.0
267856,1/10/1973,F,10.0,16150062520.0,3/7/2013,6.0,5.0,2.0,1405.0,295.05,3105.05,MBR,2.0,1405.0,295.05
267856,1/10/1973,F,10.0,91901006125.0,30-08-2011,3.0,2.0,-1.0,-76.0,7.98,-83.98,e-Shop,1.0,76.0,7.98
267856,1/10/1973,F,10.0,91901006125.0,22-08-2011,3.0,2.0,1.0,76.0,7.98,83.98,e-Shop,1.0,76.0,7.98
267856,1/10/1973,F,10.0,49474954521.0,22-06-2011,3.0,1.0,-2.0,-1460.0,306.6,-3226.6,MBR,2.0,1460.0,306.6
267856,1/10/1973,F,10.0,49474954521.0,17-06-2011,3.0,1.0,2.0,1460.0,306.6,3226.6,MBR,2.0,1460.0,306.6
272124,4/10/1973,F,8.0,12457102855.0,13-02-2013,7.0,5.0,1.0,336.0,35.28,371.28,TeleShop,1.0,336.0,35.28
272124,4/10/1973,F,8.0,59341237904.0,24-12-2012,7.0,5.0,1.0,847.0,88.935,935.935,Flagship store,1.0,847.0,88.935
272124,4/10/1973,F,8.0,61637434350.0,11/2/2011,4.0,4.0,5.0,860.0,451.5,4751.5,TeleShop,5.0,860.0,451.5
273831,5/10/1973,M,5.0,91391624776.0,28-01-2014,6.0,5.0,1.0,775.0,81.375,856.375,TeleShop,1.0,775.0,81.375
273831,5/10/1973,M,5.0,52115643292.0,1/9/2013,3.0,2.0,-3.0,-1244.0,391.86,-4123.86,Flagship store,3.0,1244.0,391.86
273831,5/10/1973,M,5.0,52115643292.0,29-08-2013,3.0,2.0,3.0,1244.0,391.86,4123.86,Flagship store,3.0,1244.0,391.86
273831,5/10/1973,M,5.0,6286983809.0,4/8/2013,4.0,1.0,4.0,907.0,380.94,4008.94,TeleShop,4.0,907.0,380.94
273831,5/10/1973,M,5.0,94244547758.0,8/2/2012,3.0,5.0,1.0,1251.0,131.355,1382.355,MBR,1.0,1251.0,131.355
273831,5/10/1973,M,5.0,23835394706.0,28-04-2011,12.0,6.0,3.0,694.0,218.61,2300.61,e-Shop,3.0,694.0,218.61
267468,6/10/1973,M,4.0,20457562627.0,3/1/2014,3.0,5.0,-2.0,-663.0,139.23,-1465.23,e-Shop,2.0,663.0,139.23
267468,6/10/1973,M,4.0,20457562627.0,1/1/2014,3.0,5.0,2.0,663.0,139.23,1465.23,e-Shop,2.0,663.0,139.23
267468,6/10/1973,M,4.0,36676520071.0,8/3/2012,10.0,3.0,4.0,1035.0,434.7,4574.7,e-Shop,4.0,1035.0,434.7
269282,9/10/1973,M,2.0,77369248686.0,23-10-2011,4.0,4.0,3.0,877.0,276.255,2907.255,e-Shop,3.0,877.0,276.255
269282,9/10/1973,M,2.0,18628321836.0,28-09-2011,1.0,2.0,5.0,1309.0,687.225,7232.225,e-Shop,5.0,1309.0,687.225
269282,9/10/1973,M,2.0,67433570104.0,25-09-2011,11.0,5.0,2.0,1399.0,293.79,3091.79,Flagship store,2.0,1399.0,293.79
270650,10/10/1973,F,6.0,67355592573.0,8/7/2013,8.0,3.0,1.0,109.0,11.445,120.445,Flagship store,1.0,109.0,11.445
270650,10/10/1973,F,6.0,85382738196.0,14-06-2011,3.0,2.0,5.0,442.0,232.05,2442.05,TeleShop,5.0,442.0,232.05
267749,11/10/1973,M,10.0,90229930537.0,6/1/2014,10.0,5.0,-5.0,-1423.0,747.075,-7862.075,e-Shop,5.0,1423.0,747.075
267749,11/10/1973,M,10.0,90229930537.0,2/1/2014,10.0,5.0,5.0,1423.0,747.075,7862.075,e-Shop,5.0,1423.0,747.075
267749,11/10/1973,M,10.0,46586231174.0,20-11-2013,4.0,4.0,3.0,1106.0,348.39,3666.39,TeleShop,3.0,1106.0,348.39
267749,11/10/1973,M,10.0,32229697190.0,1/4/2012,1.0,4.0,5.0,1369.0,718.725,7563.725,Flagship store,5.0,1369.0,718.725
267974,12/10/1973,M,1.0,23653879454.0,21-12-2013,4.0,2.0,4.0,199.0,83.58,879.58,e-Shop,4.0,199.0,83.58
267974,12/10/1973,M,1.0,10468018085.0,21-12-2012,1.0,4.0,5.0,1381.0,725.025,7630.025,MBR,5.0,1381.0,725.025
267974,12/10/1973,M,1.0,99837614843.0,16-10-2012,6.0,5.0,5.0,601.0,315.525,3320.525,TeleShop,5.0,601.0,315.525
267974,12/10/1973,M,1.0,39982042379.0,27-02-2012,1.0,4.0,5.0,1459.0,765.975,8060.975,TeleShop,5.0,1459.0,765.975
273706,12/10/1973,F,10.0,,,,,,,,,,,,
274525,14-10-1973,F,10.0,26839685633.0,25-01-2014,9.0,3.0,5.0,739.0,387.975,4082.975,e-Shop,5.0,739.0,387.975
274525,14-10-1973,F,10.0,83859410337.0,17-06-2013,3.0,5.0,4.0,705.0,296.1,3116.1,e-Shop,4.0,705.0,296.1
274525,14-10-1973,F,10.0,83163564639.0,16-05-2013,4.0,2.0,-3.0,-1498.0,471.87,-4965.87,e-Shop,3.0,1498.0,471.87
274525,14-10-1973,F,10.0,83163564639.0,12/5/2013,4.0,2.0,3.0,1498.0,471.87,4965.87,e-Shop,3.0,1498.0,471.87
274525,14-10-1973,F,10.0,5740576424.0,30-06-2012,9.0,3.0,1.0,1321.0,138.705,1459.705,MBR,1.0,1321.0,138.705
274525,14-10-1973,F,10.0,4019224694.0,29-12-2011,4.0,2.0,1.0,718.0,75.39,793.39,Flagship store,1.0,718.0,75.39
274525,14-10-1973,F,10.0,82989109368.0,8/5/2011,11.0,6.0,5.0,120.0,63.0,663.0,e-Shop,5.0,120.0,63.0
269010,14-10-1973,F,2.0,5905297065.0,19-07-2013,11.0,5.0,2.0,1019.0,213.99,2251.99,Flagship store,2.0,1019.0,213.99
269010,14-10-1973,F,2.0,18666557088.0,7/4/2013,4.0,2.0,-5.0,-1477.0,775.425,-8160.425,e-Shop,5.0,1477.0,775.425
269010,14-10-1973,F,2.0,18666557088.0,4/4/2013,4.0,2.0,5.0,1477.0,775.425,8160.425,e-Shop,5.0,1477.0,775.425
269010,14-10-1973,F,2.0,55845332490.0,20-11-2012,2.0,6.0,4.0,209.0,87.78,923.78,e-Shop,4.0,209.0,87.78
269010,14-10-1973,F,2.0,77829910754.0,15-08-2011,4.0,3.0,4.0,613.0,257.46,2709.46,MBR,4.0,613.0,257.46
273387,15-10-1973,F,10.0,17843035021.0,7/10/2013,3.0,1.0,4.0,536.0,225.12,2369.12,MBR,4.0,536.0,225.12
273387,15-10-1973,F,10.0,79719782158.0,28-03-2011,10.0,6.0,4.0,377.0,158.34,1666.34,MBR,4.0,377.0,158.34
269999,15-10-1973,F,6.0,49232047662.0,22-04-2013,4.0,2.0,3.0,1170.0,368.55,3878.55,e-Shop,3.0,1170.0,368.55
269999,15-10-1973,F,6.0,38658237530.0,19-02-2013,4.0,4.0,1.0,699.0,73.395,772.395,e-Shop,1.0,699.0,73.395
269999,15-10-1973,F,6.0,19147038992.0,6/9/2012,4.0,2.0,4.0,1406.0,590.52,6214.52,e-Shop,4.0,1406.0,590.52
269999,15-10-1973,F,6.0,27921871916.0,16-01-2012,4.0,2.0,3.0,1198.0,377.37,3971.37,MBR,3.0,1198.0,377.37
269999,15-10-1973,F,6.0,31975844613.0,30-04-2011,12.0,5.0,4.0,824.0,346.08,3642.08,TeleShop,4.0,824.0,346.08
271157,15-10-1973,F,6.0,63083527695.0,13-04-2011,4.0,3.0,-1.0,-864.0,90.72,-954.72,MBR,1.0,864.0,90.72
271157,15-10-1973,F,6.0,63083527695.0,11/4/2011,4.0,3.0,1.0,864.0,90.72,954.72,MBR,1.0,864.0,90.72
271157,15-10-1973,F,6.0,7173864364.0,9/4/2011,4.0,4.0,5.0,788.0,413.7,4353.7,Flagship store,5.0,788.0,413.7
268965,20-10-1973,F,8.0,70452065342.0,4/3/2011,12.0,5.0,4.0,392.0,164.64,1732.64,MBR,4.0,392.0,164.64
271452,21-10-1973,M,4.0,42366078902.0,24-05-2013,10.0,3.0,5.0,589.0,309.225,3254.225,e-Shop,5.0,589.0,309.225
271452,21-10-1973,M,4.0,52461972859.0,10/3/2012,1.0,4.0,2.0,888.0,186.48,1962.48,MBR,2.0,888.0,186.48
271452,21-10-1973,M,4.0,91081626298.0,17-01-2012,6.0,5.0,1.0,402.0,42.21,444.21,TeleShop,1.0,402.0,42.21
274129,23-10-1973,F,3.0,68893777230.0,30-04-2013,3.0,1.0,4.0,1077.0,452.34,4760.34,MBR,4.0,1077.0,452.34
274129,23-10-1973,F,3.0,62111727921.0,25-12-2012,12.0,5.0,-4.0,-444.0,186.48,-1962.48,TeleShop,4.0,444.0,186.48
274129,23-10-1973,F,3.0,62111727921.0,18-12-2012,12.0,5.0,4.0,444.0,186.48,1962.48,TeleShop,4.0,444.0,186.48
274129,23-10-1973,F,3.0,67658034867.0,22-11-2012,5.0,3.0,5.0,461.0,242.025,2547.025,e-Shop,5.0,461.0,242.025
274129,23-10-1973,F,3.0,51767798119.0,5/7/2011,1.0,2.0,4.0,374.0,157.08,1653.08,e-Shop,4.0,374.0,157.08
274129,23-10-1973,F,3.0,81106937412.0,9/4/2011,3.0,5.0,2.0,1330.0,279.3,2939.3,e-Shop,2.0,1330.0,279.3
273465,24-10-1973,M,3.0,6685170093.0,9/2/2013,11.0,6.0,5.0,868.0,455.7,4795.7,e-Shop,5.0,868.0,455.7
273465,24-10-1973,M,3.0,67445447535.0,3/7/2012,2.0,6.0,5.0,951.0,499.275,5254.275,e-Shop,5.0,951.0,499.275
273465,24-10-1973,M,3.0,89927933329.0,24-05-2012,6.0,5.0,3.0,1266.0,398.79,4196.79,MBR,3.0,1266.0,398.79
273465,24-10-1973,M,3.0,77088492928.0,22-04-2012,4.0,2.0,2.0,600.0,126.0,1326.0,e-Shop,2.0,600.0,126.0
273465,24-10-1973,M,3.0,4252353609.0,5/3/2012,3.0,5.0,1.0,336.0,35.28,371.28,Flagship store,1.0,336.0,35.28
268187,24-10-1973,M,1.0,91039350197.0,4/5/2013,1.0,2.0,2.0,620.0,130.2,1370.2,TeleShop,2.0,620.0,130.2
268187,24-10-1973,M,1.0,56821620683.0,24-10-2011,4.0,3.0,1.0,740.0,77.7,817.7,e-Shop,1.0,740.0,77.7
269189,25-10-1973,F,9.0,29853225984.0,7/8/2013,9.0,3.0,3.0,105.0,33.075,348.075,e-Shop,3.0,105.0,33.075
269189,25-10-1973,F,9.0,71170349511.0,5/6/2013,5.0,3.0,5.0,83.0,43.575,458.575,e-Shop,5.0,83.0,43.575
269189,25-10-1973,F,9.0,91566125390.0,28-04-2013,3.0,1.0,4.0,1012.0,425.04,4473.04,e-Shop,4.0,1012.0,425.04
269189,25-10-1973,F,9.0,52188724268.0,21-07-2012,1.0,1.0,-4.0,-841.0,353.22,-3717.22,e-Shop,4.0,841.0,353.22
269189,25-10-1973,F,9.0,52188724268.0,13-07-2012,1.0,1.0,4.0,841.0,353.22,3717.22,e-Shop,4.0,841.0,353.22
269189,25-10-1973,F,9.0,14532489987.0,30-06-2012,10.0,6.0,2.0,1256.0,263.76,2775.76,TeleShop,2.0,1256.0,263.76
269189,25-10-1973,F,9.0,71070303426.0,21-05-2012,4.0,2.0,2.0,410.0,86.1,906.1,Flagship store,2.0,410.0,86.1
269189,25-10-1973,F,9.0,41248804469.0,17-09-2011,12.0,5.0,5.0,1194.0,626.85,6596.85,e-Shop,5.0,1194.0,626.85
269189,25-10-1973,F,9.0,21165144546.0,26-08-2011,11.0,5.0,3.0,1489.0,469.035,4936.035,TeleShop,3.0,1489.0,469.035
275226,26-10-1973,M,4.0,91804852597.0,19-09-2013,11.0,6.0,4.0,993.0,417.06,4389.06,TeleShop,4.0,993.0,417.06
275226,26-10-1973,M,4.0,37545092475.0,27-07-2013,4.0,4.0,2.0,390.0,81.9,861.9,Flagship store,2.0,390.0,81.9
275226,26-10-1973,M,4.0,24807706281.0,4/5/2013,3.0,2.0,5.0,116.0,60.9,640.9,MBR,5.0,116.0,60.9
275226,26-10-1973,M,4.0,33628310063.0,23-05-2011,1.0,4.0,3.0,1280.0,403.2,4243.2,e-Shop,3.0,1280.0,403.2
275226,26-10-1973,M,4.0,71604893404.0,30-03-2011,12.0,5.0,4.0,1425.0,598.5,6298.5,e-Shop,4.0,1425.0,598.5
273971,26-10-1973,F,6.0,99931416607.0,15-10-2013,7.0,5.0,1.0,378.0,39.69,417.69,Flagship store,1.0,378.0,39.69
273971,26-10-1973,F,6.0,37389702961.0,29-02-2012,6.0,5.0,1.0,377.0,39.585,416.585,e-Shop,1.0,377.0,39.585
273971,26-10-1973,F,6.0,80630180583.0,6/8/2011,9.0,3.0,1.0,1034.0,108.57,1142.57,e-Shop,1.0,1034.0,108.57
273971,26-10-1973,F,6.0,54617316150.0,19-05-2011,5.0,3.0,5.0,1398.0,733.95,7723.95,e-Shop,5.0,1398.0,733.95
273971,26-10-1973,F,6.0,86709507259.0,19-03-2011,12.0,6.0,-3.0,-684.0,215.46,-2267.46,Flagship store,3.0,684.0,215.46
273971,26-10-1973,F,6.0,86709507259.0,9/3/2011,12.0,6.0,3.0,684.0,215.46,2267.46,Flagship store,3.0,684.0,215.46
274554,3/11/1973,F,7.0,4144418176.0,3/2/2014,11.0,5.0,4.0,995.0,417.9,4397.9,e-Shop,4.0,995.0,417.9
274554,3/11/1973,F,7.0,51831253559.0,23-11-2012,3.0,1.0,5.0,1254.0,658.35,6928.35,e-Shop,5.0,1254.0,658.35
274554,3/11/1973,F,7.0,37434376269.0,19-10-2012,1.0,2.0,5.0,1011.0,530.775,5585.775,TeleShop,5.0,1011.0,530.775
274554,3/11/1973,F,7.0,42766252732.0,27-05-2012,11.0,6.0,2.0,1266.0,265.86,2797.86,e-Shop,2.0,1266.0,265.86
271885,4/11/1973,F,3.0,22815852533.0,3/2/2013,3.0,5.0,3.0,292.0,91.98,967.98,e-Shop,3.0,292.0,91.98
271885,4/11/1973,F,3.0,94760315525.0,18-04-2012,1.0,4.0,4.0,213.0,89.46,941.46,MBR,4.0,213.0,89.46
271885,4/11/1973,F,3.0,67783071929.0,27-02-2012,1.0,2.0,4.0,472.0,198.24,2086.24,Flagship store,4.0,472.0,198.24
271885,4/11/1973,F,3.0,78199279845.0,9/2/2012,12.0,5.0,-3.0,-922.0,290.43,-3056.43,e-Shop,3.0,922.0,290.43
271885,4/11/1973,F,3.0,78199279845.0,5/2/2012,12.0,5.0,3.0,922.0,290.43,3056.43,e-Shop,3.0,922.0,290.43
267003,4/11/1973,M,5.0,,,,,,,,,,,,
268860,4/11/1973,F,4.0,65863132377.0,23-12-2013,8.0,3.0,1.0,1261.0,132.405,1393.405,Flagship store,1.0,1261.0,132.405
268860,4/11/1973,F,4.0,52040016502.0,5/11/2013,10.0,6.0,3.0,299.0,94.185,991.185,MBR,3.0,299.0,94.185
268860,4/11/1973,F,4.0,50814709877.0,2/4/2013,2.0,6.0,-4.0,-145.0,60.9,-640.9,e-Shop,4.0,145.0,60.9
268860,4/11/1973,F,4.0,50814709877.0,29-03-2013,2.0,6.0,4.0,145.0,60.9,640.9,e-Shop,4.0,145.0,60.9
268860,4/11/1973,F,4.0,32182345041.0,30-08-2012,2.0,6.0,-3.0,-1172.0,369.18,-3885.18,MBR,3.0,1172.0,369.18
268860,4/11/1973,F,4.0,32182345041.0,23-08-2012,2.0,6.0,3.0,1172.0,369.18,3885.18,MBR,3.0,1172.0,369.18
268860,4/11/1973,F,4.0,23205973373.0,21-08-2012,10.0,5.0,3.0,1082.0,340.83,3586.83,Flagship store,3.0,1082.0,340.83
268860,4/11/1973,F,4.0,56870523323.0,24-02-2012,3.0,1.0,5.0,863.0,453.075,4768.075,MBR,5.0,863.0,453.075
268860,4/11/1973,F,4.0,34513015263.0,6/3/2011,4.0,3.0,4.0,465.0,195.3,2055.3,e-Shop,4.0,465.0,195.3
272741,9/11/1973,F,7.0,39619327206.0,28-11-2013,6.0,5.0,4.0,1083.0,454.86,4786.86,MBR,4.0,1083.0,454.86
272741,9/11/1973,F,7.0,46031970536.0,10/10/2013,10.0,6.0,3.0,805.0,253.575,2668.575,Flagship store,3.0,805.0,253.575
272741,9/11/1973,F,7.0,29754806079.0,30-04-2013,1.0,4.0,5.0,558.0,292.95,3082.95,TeleShop,5.0,558.0,292.95
272741,9/11/1973,F,7.0,35000003767.0,4/3/2013,4.0,3.0,4.0,454.0,190.68,2006.68,Flagship store,4.0,454.0,190.68
272741,9/11/1973,F,7.0,89295950902.0,9/10/2012,5.0,3.0,2.0,1427.0,299.67,3153.67,MBR,2.0,1427.0,299.67
272741,9/11/1973,F,7.0,49654062912.0,8/5/2012,6.0,5.0,3.0,694.0,218.61,2300.61,TeleShop,3.0,694.0,218.61
272741,9/11/1973,F,7.0,65194127149.0,28-02-2012,10.0,5.0,3.0,1077.0,339.255,3570.255,Flagship store,3.0,1077.0,339.255
272741,9/11/1973,F,7.0,90788901748.0,1/7/2011,12.0,5.0,4.0,1232.0,517.44,5445.44,TeleShop,4.0,1232.0,517.44
272741,9/11/1973,F,7.0,69098244572.0,22-04-2011,3.0,2.0,1.0,611.0,64.155,675.155,MBR,1.0,611.0,64.155
272741,9/11/1973,F,7.0,95412030312.0,13-04-2011,3.0,2.0,1.0,720.0,75.6,795.6,MBR,1.0,720.0,75.6
272741,9/11/1973,F,7.0,141765672.0,10/4/2011,10.0,3.0,1.0,705.0,74.025,779.025,e-Shop,1.0,705.0,74.025
269497,10/11/1973,M,7.0,6694723594.0,6/11/2013,6.0,5.0,-2.0,-772.0,162.12,-1706.12,e-Shop,2.0,772.0,162.12
269497,10/11/1973,M,7.0,6694723594.0,31-10-2013,6.0,5.0,2.0,772.0,162.12,1706.12,e-Shop,2.0,772.0,162.12
269497,10/11/1973,M,7.0,22169492969.0,10/3/2013,4.0,3.0,-1.0,-313.0,32.865,-345.865,e-Shop,1.0,313.0,32.865
269497,10/11/1973,M,7.0,22169492969.0,3/3/2013,4.0,3.0,1.0,313.0,32.865,345.865,e-Shop,1.0,313.0,32.865
269497,10/11/1973,M,7.0,55392880300.0,3/9/2012,9.0,3.0,1.0,921.0,96.705,1017.705,MBR,1.0,921.0,96.705
269497,10/11/1973,M,7.0,83120196176.0,26-09-2011,11.0,5.0,3.0,941.0,296.415,3119.415,e-Shop,3.0,941.0,296.415
268415,10/11/1973,M,9.0,96071000946.0,20-09-2013,12.0,5.0,4.0,1329.0,558.18,5874.18,e-Shop,4.0,1329.0,558.18
268415,10/11/1973,M,9.0,9897637831.0,30-07-2013,3.0,1.0,4.0,971.0,407.82,4291.82,TeleShop,4.0,971.0,407.82
268415,10/11/1973,M,9.0,10233976543.0,22-02-2011,3.0,2.0,-5.0,-332.0,174.3,-1834.3,MBR,5.0,332.0,174.3
268415,10/11/1973,M,9.0,10233976543.0,15-02-2011,3.0,2.0,5.0,332.0,174.3,1834.3,MBR,5.0,332.0,174.3
272530,10/11/1973,F,3.0,64207141509.0,20-01-2013,9.0,3.0,3.0,430.0,135.45,1425.45,e-Shop,3.0,430.0,135.45
272530,10/11/1973,F,3.0,40510246400.0,9/4/2012,10.0,5.0,4.0,469.0,196.98,2072.98,e-Shop,4.0,469.0,196.98
272530,10/11/1973,F,3.0,56042257691.0,3/2/2012,10.0,6.0,4.0,559.0,234.78,2470.78,Flagship store,4.0,559.0,234.78
269279,10/11/1973,M,3.0,82232050985.0,22-05-2013,10.0,6.0,5.0,1371.0,719.775,7574.775,e-Shop,5.0,1371.0,719.775
269279,10/11/1973,M,3.0,97538989899.0,5/4/2013,11.0,5.0,5.0,674.0,353.85,3723.85,MBR,5.0,674.0,353.85
269279,10/11/1973,M,3.0,8208374311.0,10/2/2012,7.0,5.0,2.0,1291.0,271.11,2853.11,e-Shop,2.0,1291.0,271.11
269279,10/11/1973,M,3.0,79777133013.0,4/2/2012,1.0,1.0,2.0,787.0,165.27,1739.27,TeleShop,2.0,787.0,165.27
269279,10/11/1973,M,3.0,39349468094.0,19-10-2011,12.0,6.0,3.0,1090.0,343.35,3613.35,e-Shop,3.0,1090.0,343.35
269279,10/11/1973,M,3.0,24331471389.0,25-09-2011,1.0,4.0,4.0,136.0,57.12,601.12,e-Shop,4.0,136.0,57.12
269279,10/11/1973,M,3.0,96437962133.0,14-04-2011,7.0,5.0,1.0,1196.0,125.58,1321.58,Flagship store,1.0,1196.0,125.58
266919,11/11/1973,M,6.0,13302134789.0,10/10/2013,5.0,3.0,1.0,1330.0,139.65,1469.65,MBR,1.0,1330.0,139.65
266919,11/11/1973,M,6.0,13107773143.0,10/8/2013,4.0,3.0,3.0,757.0,238.455,2509.455,TeleShop,3.0,757.0,238.455
266919,11/11/1973,M,6.0,30775374081.0,5/5/2013,5.0,3.0,3.0,483.0,152.145,1601.145,e-Shop,3.0,483.0,152.145
